Date,ETH,BTC,SPY,BND,VB,VV,VWO,VXUS
2/16/2020,258.5,9921,N/A,N/A,N/A,N/A,N/A,N/A
2/17/2020,268.03,9700,N/A,N/A,N/A,N/A,N/A,N/A
2/18/2020,282.81,10188,3370.29,85.39,169.25,155.37,43.62,55.04
2/19/2020,259.48,9600.08,3386.15,85.38,169.99,156.13,43.98,55.3
2/20/2020,257.97,9622.89,3373.23,85.59,170.48,155.47,43.38,54.85
2/21/2020,265.8,9700.35,3337.75,85.8,168.43,153.92,43.22,54.56
2/22/2020,262.079,9668.23,N/A,N/A,N/A,N/A,N/A,N/A
2/23/2020,275.21,9966,N/A,N/A,N/A,N/A,N/A,N/A
2/24/2020,266.16,9660,3225.89,86.07,163.43,148.71,41.7,52.54
2/25/2020,247.93,9304.99,3128.21,86.14,157.97,144.24,41.37,51.82
2/26/2020,224.73,8778.29,3116.39,86.09,155.9,143.61,41.63,51.92
2/27/2020,227.63,8812.49,2978.76,86.19,150.15,137.13,40.63,50.44
2/28/2020,227.37,8708.89,2954.22,86.76,148.45,136.17,40.52,50.25
2/29/2020,218.55,8556.58,N/A,N/A,N/A,N/A,N/A,N/A
3/1/2020,218.18,8522.33,N/A,N/A,N/A,N/A,N/A,N/A
3/2/2020,232.08,8915,3090.23,86.53,152.6,142.5,41.3,50.8
3/3/2020,223.57,8757.84,3003.37,87.05,149.07,138.52,41.1,50.34
3/4/2020,223.98,8760.66,3130.12,87.03,153.78,144.34,41.68,51.64
3/5/2020,228.49,9060.93,3023.94,87.36,148.56,139.55,40.88,50.4
3/6/2020,244.73,9145.77,2972.37,87.96,145.58,137.16,40.11,49.65
3/7/2020,237.75,8901.37,N/A,N/A,N/A,N/A,N/A,N/A
3/8/2020,198.99,8033.54,N/A,N/A,N/A,N/A,N/A,N/A
3/9/2020,201.39,7934.52,2746.56,87.77,131.72,126.56,37.12,45.73
3/10/2020,200.15,7884.87,2882.23,86.59,136.33,132.85,38.99,47.5
3/11/2020,194.61,7938.05,2741.38,84.95,127.56,126.16,37.3,45.14
3/12/2020,106.09,4857.1,2480.64,80.33,114.12,114.3,33.55,40.29
3/13/2020,133.33,5637.6,2711.02,83.72,122.64,124.45,35.9,42.85
3/14/2020,122.17,5165.25,N/A,N/A,N/A,N/A,N/A,N/A
3/15/2020,123.3,5342.64,N/A,N/A,N/A,N/A,N/A,N/A
3/16/2020,110.82,5024,2386.13,84.6,106.6,109.53,31.56,38.08
3/17/2020,116.09,5331.72,2529.19,82.85,111.09,116.88,33.54,40.05
3/18/2020,118.6,5413.64,2398.1,80.85,101.38,110.67,30.81,37.33
3/19/2020,136.68,6186.95,2409.39,80.8,104.42,110.66,30.98,37.75
3/20/2020,133.27,6201.61,2304.92,82.17,101.42,105.92,31.12,37.62
3/21/2020,132.11,6198.78,N/A,N/A,N/A,N/A,N/A,N/A
3/22/2020,122.42,5834.78,N/A,N/A,N/A,N/A,N/A,N/A
3/23/2020,136.35,6499.12,2237.4,83.99,98.45,102.61,30.46,36.75
3/24/2020,139,6766.65,2447.33,84.08,108.47,112.59,32.38,39.83
3/25/2020,136.26,6690,2475.56,85.21,111.89,114.24,33.44,41.27
3/26/2020,139,6759.85,2630.07,85.6,118.06,120.11,34.79,42.89
3/27/2020,131.57,6372.36,2541.47,86.06,114.46,116.75,32.91,41.41
3/28/2020,131.35,6251.82,N/A,N/A,N/A,N/A,N/A,N/A
3/29/2020,125.01,5902.05,N/A,N/A,N/A,N/A,N/A,N/A
3/30/2020,132.32,6406.4,2626.65,86.15,116.79,120.46,33.39,42.18
3/31/2020,133.08,6445.67,2584.59,85.35,115.44,118.43,33.55,41.96
4/1/2020,136.16,6664.85,2470.5,85.6,108.43,113.24,32.36,40.36
4/2/2020,141.53,6805.12,2526.9,86,109.19,115.75,33.31,41.29
4/3/2020,141.42,6741.99,2488.65,85.96,106.26,114.04,32.67,40.43
4/4/2020,144.48,6874.77,N/A,N/A,N/A,N/A,N/A,N/A
4/5/2020,142.79,6794.49,N/A,N/A,N/A,N/A,N/A,N/A
4/6/2020,170.74,7341.56,2663.68,86.23,114.97,121.64,34.28,42.5
4/7/2020,164.97,7209.62,2659.41,86.31,115.63,121.83,34.48,42.79
4/8/2020,173.36,7370.11,2749.98,86.53,121.24,125.97,34.88,43.21
4/9/2020,170.22,7293.24,2789.82,87.48,125.77,127.99,34.82,43.9
4/10/2020,158.1,6871.91,N/A,N/A,N/A,N/A,N/A,N/A
4/11/2020,158.55,6889.65,N/A,N/A,N/A,N/A,N/A,N/A
4/12/2020,160.09,6908.13,N/A,N/A,N/A,N/A,N/A,N/A
4/13/2020,156.62,6861.21,2761.63,87.2,122.4,126.8,34.95,43.74
4/14/2020,157.97,6877.37,2846.06,87.2,125.15,130.59,35.65,44.51
4/15/2020,153.21,6624.12,2783.36,87.63,120.51,127.85,34.86,43.26
4/16/2020,172.31,7112.78,2799.55,87.68,120.09,128.63,35.06,43.27
4/17/2020,170.89,7036.25,2874.56,87.56,124.9,132.02,35.63,44.4
4/18/2020,187.46,7254.33,N/A,N/A,N/A,N/A,N/A,N/A
4/19/2020,180.57,7130.71,N/A,N/A,N/A,N/A,N/A,N/A
4/20/2020,170.5,6838.19,2823.16,87.42,123.1,129.85,35.37,43.76
4/21/2020,171.07,6853.68,2736.56,87.53,119.79,125.72,34.39,42.82
4/22/2020,183.11,7136.84,2799.31,87.46,121.58,128.7,35.28,43.69
4/23/2020,185.2,7472.45,2797.8,87.6,122.58,128.59,35.14,43.59
4/24/2020,187.71,7508.67,2836.74,87.57,124.56,130.43,35.09,43.95
4/25/2020,194.51,7543.29,N/A,N/A,N/A,N/A,N/A,N/A
4/26/2020,197.53,7692.05,N/A,N/A,N/A,N/A,N/A,N/A
4/27/2020,196.78,7785.73,2878.48,87.26,129.27,132.44,35.75,44.57
4/28/2020,197.63,7758.4,2863.39,87.52,130.6,131.69,35.84,44.89
4/29/2020,215.52,8780.01,2939.51,87.58,136.24,135.27,36.81,46.07
4/30/2020,206.23,8624.28,2912.43,87.51,132.24,133.79,36.17,45.15
5/1/2020,212.09,8829.42,2830.71,87.3,127.63,130.29,34.96,44.06
5/2/2020,214.25,8985,N/A,N/A,N/A,N/A,N/A,N/A
5/3/2020,210.24,8905.49,N/A,N/A,N/A,N/A,N/A,N/A
5/4/2020,206.86,8883.53,2842.74,87.39,128.09,130.77,35.4,44.13
5/5/2020,205.43,8989.4,2868.44,87.31,129.21,131.93,35.56,44.29
5/6/2020,199.26,9157.11,2848.42,86.92,128.75,131.21,35.47,44.11
5/7/2020,212.42,10000,2881.19,87.2,130.95,132.86,35.7,44.65
5/8/2020,211.59,9810,2929.8,86.95,135.21,135.03,36.5,45.39
5/9/2020,210.54,9558.85,N/A,N/A,N/A,N/A,N/A,N/A
5/10/2020,187.97,8741.86,N/A,N/A,N/A,N/A,N/A,N/A
5/11/2020,186.06,8601.4,2930.32,86.68,134.5,135.2,36.32,45.35
5/12/2020,189.43,8796.25,2870.12,86.96,130.1,132.45,36.21,44.89
5/13/2020,200.01,9318.04,2820,87.06,125.64,130.04,36.1,44.56
5/14/2020,203.45,9799.12,2852.5,87.3,126.85,131.62,36.21,44.37
5/15/2020,194.45,9312.1,2863.7,87.35,128.24,132.27,35.76,44.22
5/16/2020,200.53,9383.16,N/A,N/A,N/A,N/A,N/A,N/A
5/17/2020,207.05,9666.27,N/A,N/A,N/A,N/A,N/A,N/A
5/18/2020,214.83,9728.52,2953.91,87.19,135.33,136.27,37.11,45.94
5/19/2020,214.71,9776.57,2922.94,87.3,133.67,134.95,36.74,45.47
5/20/2020,209.96,9516,2971.61,87.53,136.69,137.18,37.2,46.24
5/21/2020,198.72,9058.71,2948.51,87.62,136.95,136.27,36.82,45.78
5/22/2020,207.09,9168.84,2955.45,87.65,137.55,136.6,36.12,45.45
5/23/2020,206.8,9177.95,N/A,N/A,N/A,N/A,N/A,N/A
5/24/2020,201.57,8714.4,N/A,N/A,N/A,N/A,N/A,N/A
5/25/2020,204.24,8899.31,N/A,N/A,N/A,N/A,N/A,N/A
5/26/2020,200.91,8844.42,2991.77,87.6,141.35,138.21,36.92,46.71
5/27/2020,207.94,9208.53,3036.13,87.64,144.73,140.17,36.96,47.14
5/28/2020,219.45,9561.26,3029.73,87.67,142.61,140.05,36.72,47.35
5/29/2020,220.5,9427.01,3044.31,87.92,142.36,140.69,37.36,47.41
5/30/2020,243.28,9689.12,N/A,N/A,N/A,N/A,N/A,N/A
5/31/2020,231.54,9446.57,N/A,N/A,N/A,N/A,N/A,N/A
6/1/2020,247.98,10210.1,3055.73,87.68,144.3,141.35,38.21,48.43
6/2/2020,237.71,9522.45,3080.82,87.75,145.51,142.54,39.1,49.15
6/3/2020,244.6,9655.62,3122.87,87.55,149.29,144.53,39.86,50.21
6/4/2020,243.18,9788.03,3112.35,87.34,148.98,143.92,39.36,49.86
6/5/2020,240.04,9624.99,3193.93,87.33,153.67,147.59,40.27,50.83
6/6/2020,241.98,9660.75,N/A,N/A,N/A,N/A,N/A,N/A
6/7/2020,244.38,9744.14,N/A,N/A,N/A,N/A,N/A,N/A
6/8/2020,246.89,9783.37,3232.39,87.42,156.76,149.5,40.59,51.42
6/9/2020,244.03,9763.79,3207.18,87.48,153.67,148.43,40.37,50.86
6/10/2020,248.04,9896.56,3190.14,87.85,150.2,147.58,40.57,50.8
6/11/2020,230.15,9268.16,3002.1,87.69,139.83,139.02,38.5,48.06
6/12/2020,237.53,9454,3041.31,87.78,142.79,140.82,39.38,48.99
6/13/2020,238.17,9475,N/A,N/A,N/A,N/A,N/A,N/A
6/14/2020,231.34,9333.45,N/A,N/A,N/A,N/A,N/A,N/A
6/15/2020,230.98,9427.86,3066.59,87.96,145.52,142.16,39.22,49.04
6/16/2020,235.29,9526.25,3124.74,87.85,148.44,144.81,39.37,49.6
6/17/2020,233.71,9457.51,3113.49,87.87,146.71,144.21,39.73,49.73
6/18/2020,231.05,9382.01,3115.34,87.97,146.58,144.34,39.74,49.62
6/19/2020,228.66,9279.4,3097.74,88,145.96,143.64,39.81,49.42
6/20/2020,228.8,9355.74,N/A,N/A,N/A,N/A,N/A,N/A
6/21/2020,227.81,9286.14,N/A,N/A,N/A,N/A,N/A,N/A
6/22/2020,243.21,9697.17,3117.86,87.97,146.69,144.52,40.07,49.8
6/23/2020,243.05,9623.56,3131.29,87.93,147.17,145.2,40.47,50.1
6/24/2020,234.44,9274.04,3050.33,87.94,142.34,141.5,39.86,49.02
6/25/2020,232.29,9244.77,3083.76,88.03,143.92,142.36,40.03,49.52
6/26/2020,229.41,9155,3009.05,88.19,140.71,138.96,39.55,48.87
6/27/2020,220.57,9002.51,N/A,N/A,N/A,N/A,N/A,N/A
6/28/2020,224.76,9124.04,N/A,N/A,N/A,N/A,N/A,N/A
6/29/2020,227.81,9184.45,3053.24,88.25,143.87,141.07,39.81,49.26
6/30/2020,225.7,9136.2,3100.29,88.34,145.72,143,39.61,49.17
7/1/2020,231.03,9239.96,3115.86,88.2,145.24,144.11,40.14,49.42
7/2/2020,226.48,9091.53,3130.01,88.34,145.9,144.77,41.09,50.15
7/3/2020,225.08,9063.87,N/A,N/A,N/A,N/A,N/A,N/A
7/4/2020,229.34,9134.23,N/A,N/A,N/A,N/A,N/A,N/A
7/5/2020,227.67,9073.49,N/A,N/A,N/A,N/A,N/A,N/A
7/6/2020,241.7,9343.18,3179.72,88.31,147.27,147.14,42.9,51.27
7/7/2020,238.98,9253.94,3145.32,88.45,144.8,145.63,42.22,50.56
7/8/2020,247.01,9435.28,3169.94,88.4,145.97,146.94,43.35,51.21
7/9/2020,242,9237.32,3152.05,88.64,144.04,146.19,43.38,50.76
7/10/2020,241.2,9289.81,3185.04,88.54,145.7,147.7,43.08,51.02
7/11/2020,239.17,9235.21,N/A,N/A,N/A,N/A,N/A,N/A
7/12/2020,242.81,9292.6,N/A,N/A,N/A,N/A,N/A,N/A
7/13/2020,239.44,9242.31,3155.22,88.58,143.34,146.13,42.87,50.69
7/14/2020,240.43,9256.94,3197.52,88.69,145.48,148.08,42.89,51.26
7/15/2020,238.33,9190.16,3226.56,88.7,150.05,149.51,42.93,51.71
7/16/2020,233.41,9130.11,3215.57,88.76,149.37,148.91,42.32,51.25
7/17/2020,232.7,9152.64,3224.73,88.85,149.88,149.47,42.51,51.54
7/18/2020,235.8,9175.85,N/A,N/A,N/A,N/A,N/A,N/A
7/19/2020,239.19,9214.74,N/A,N/A,N/A,N/A,N/A,N/A
7/20/2020,236.1,9163.75,3251.84,88.94,149.88,150.82,43.11,51.89
7/21/2020,245.88,9392.79,3257.3,88.99,151.26,151.08,43.43,52.18
7/22/2020,264.28,9535.99,3276.02,89.11,152.24,151.84,43.28,52.2
7/23/2020,275.3,9613.24,3235.66,89.19,152.1,149.91,42.99,51.8
7/24/2020,279.58,9543.79,3215.63,89.17,150.23,148.99,42.88,51.61
7/25/2020,305.01,9696.19,N/A,N/A,N/A,N/A,N/A,N/A
7/26/2020,310.85,9941,N/A,N/A,N/A,N/A,N/A,N/A
7/27/2020,321.91,11020,3239.41,89.11,151.7,150.1,43.48,52.35
7/28/2020,317.24,10923.9,3218.44,89.15,150.34,149.14,43.01,51.98
7/29/2020,317.82,11098.8,3258.44,89.29,153.66,150.98,43.77,52.64
7/30/2020,334.65,11119.6,3246.22,89.34,153.37,150.55,43.26,51.98
7/31/2020,346.36,11342.5,3271.12,89.46,152.42,151.55,43.01,51.21
8/1/2020,387.4,11810,N/A,N/A,N/A,N/A,N/A,N/A
8/2/2020,372.21,11068.5,N/A,N/A,N/A,N/A,N/A,N/A
8/3/2020,386.22,11252.4,3294.61,89.27,154.5,152.8,43.34,51.95
8/4/2020,389.82,11197,3306.51,89.46,155.25,153.4,43.83,52.35
8/5/2020,400.99,11756.7,3327.77,89.34,157.35,154.36,44.28,52.66
8/6/2020,395.28,11773.8,3349.16,89.48,157.02,155.27,44.34,52.82
8/7/2020,379.75,11606.5,3351.28,89.38,158.04,155.21,43.44,52.35
8/8/2020,393.33,11774.9,N/A,N/A,N/A,N/A,N/A,N/A
8/9/2020,390.41,11688.4,N/A,N/A,N/A,N/A,N/A,N/A
8/10/2020,395.69,11876.2,3360.47,89.28,158.79,155.64,43.43,52.51
8/11/2020,378.88,11388.9,3333.69,88.97,158.1,154.23,43.27,52.63
8/12/2020,387.45,11571.6,3380.35,88.74,158.81,156.45,43.8,53.59
8/13/2020,426.11,11788.4,3373.43,88.45,158.73,156.42,43.63,53.36
8/14/2020,437.54,11767.5,3372.85,88.35,158.56,156.33,43.69,53.1
8/15/2020,433.27,11859.2,N/A,N/A,N/A,N/A,N/A,N/A
8/16/2020,433.7,11907.7,N/A,N/A,N/A,N/A,N/A,N/A
8/17/2020,431.33,12305.5,3381.99,88.46,159.36,157.06,44.16,53.6
8/18/2020,422.41,11950,3389.78,88.58,158.16,157.42,44.32,53.58
8/19/2020,408.22,11747.7,3374.85,88.43,157.69,156.71,43.81,53.25
8/20/2020,415.92,11864.2,3385.51,88.58,156.98,157.45,43.69,53.11
8/21/2020,388.05,11507.2,3397.16,88.77,156.4,157.89,43.97,52.99
8/22/2020,395.95,11684.5,N/A,N/A,N/A,N/A,N/A,N/A
8/23/2020,390.67,11650,N/A,N/A,N/A,N/A,N/A,N/A
8/24/2020,407.98,11753.8,3431.28,88.67,158.16,159.4,44.41,53.6
8/25/2020,383.33,11324.9,3443.62,88.5,158.36,159.97,44.82,53.8
8/26/2020,386.1,11463.2,3478.73,88.45,158.05,161.73,44.86,54.08
8/27/2020,382.03,11329.1,3484.55,88.13,158.83,162.19,44.6,53.61
8/28/2020,395.25,11535,3508.01,88.2,159.94,163.15,45.14,54.1
8/29/2020,398.58,11474.3,N/A,N/A,N/A,N/A,N/A,N/A
8/30/2020,428.94,11716,N/A,N/A,N/A,N/A,N/A,N/A
8/31/2020,433.89,11655,3500.31,88.46,158.46,163.11,44.19,53.48
9/1/2020,475.57,11929.8,3526.65,88.55,160.3,164.49,45.08,53.8
9/2/2020,440.67,11405.6,3580.84,88.74,162.04,166.66,44.96,54.25
9/3/2020,382.87,10264.1,3455.06,88.75,156.74,160.87,44.17,53.07
9/4/2020,388.76,10483.5,3426.96,88.23,155.7,159.47,44.09,53.18
9/5/2020,335.25,10168.3,N/A,N/A,N/A,N/A,N/A,N/A
9/6/2020,352.77,10257.8,N/A,N/A,N/A,N/A,N/A,N/A
9/7/2020,351.57,10375,N/A,N/A,N/A,N/A,N/A,N/A
9/8/2020,337.48,10125.6,3331.84,88.36,152.36,154.83,43.27,52.42
9/9/2020,350.68,10216.4,3398.96,88.3,154.55,157.91,43.83,53.31
9/10/2020,368.06,10344.2,3339.19,88.32,152.67,155.37,43.17,52.65
9/11/2020,373.61,10383.9,3340.97,88.41,151.94,155.29,43.49,53.14
9/12/2020,387.81,10445.2,N/A,N/A,N/A,N/A,N/A,N/A
9/13/2020,366.58,10323.3,N/A,N/A,N/A,N/A,N/A,N/A
9/14/2020,376.32,10671.4,3383.54,88.41,155.77,157.61,44.21,53.6
9/15/2020,364.2,10783.7,3401.2,88.46,156.34,158.59,44.71,53.97
9/16/2020,365.23,10959.6,3385.49,88.44,157.12,157.94,44.55,53.89
9/17/2020,389.45,10943.6,3357.01,88.44,156.2,156.51,44.47,53.87
9/18/2020,384.64,10937.5,3319.47,88.34,155.14,154.87,44.12,53.47
9/19/2020,385.03,11080,N/A,N/A,N/A,N/A,N/A,N/A
9/20/2020,370.69,10920.8,N/A,N/A,N/A,N/A,N/A,N/A
9/21/2020,340.11,10414.4,3281.06,88.39,151.39,153.34,43.33,52.12
9/22/2020,344.26,10532.8,3315.57,88.42,152.74,154.86,42.95,52.02
9/23/2020,320.63,10235.1,3236.92,88.22,149.11,151.16,42.28,51.39
9/24/2020,349.14,10740,3246.59,88.23,148.88,151.42,42.16,51.3
9/25/2020,352.11,10690.5,3298.46,88.22,150.83,153.37,42.15,51.49
9/26/2020,354.99,10735.6,N/A,N/A,N/A,N/A,N/A,N/A
9/27/2020,357.25,10770,N/A,N/A,N/A,N/A,N/A,N/A
9/28/2020,353.91,10695.5,3351.6,88.3,154.01,155.93,42.57,52.19
9/29/2020,359.9,10840.4,3335.47,88.36,153.2,155.24,42.55,52.12
9/30/2020,359.38,10779.6,3363,88.22,153.8,156.44,43.24,52.17
10/1/2020,352.75,10612.4,3380.8,88.16,156,157.61,43.62,52.59
10/2/2020,345.7,10573.1,3348.44,88.1,156.78,156.06,43.14,52.36
10/3/2020,346.18,10551.6,N/A,N/A,N/A,N/A,N/A,N/A
10/4/2020,352.48,10671.1,N/A,N/A,N/A,N/A,N/A,N/A
10/5/2020,353.81,10795,3408.63,87.77,160.31,158.67,43.7,53.13
10/6/2020,340.78,10606.1,3360.95,87.89,159.93,156.57,43.83,52.75
10/7/2020,341.68,10670.4,3419.45,87.77,163.03,159.13,44.24,53.28
10/8/2020,350.73,10906.3,3446.83,87.92,165.01,160.59,44.57,53.65
10/9/2020,365.36,11067,3477.13,87.94,165.78,162.06,44.88,54.02
10/10/2020,370.89,11302.9,N/A,N/A,N/A,N/A,N/A,N/A
10/11/2020,374.38,11381.7,N/A,N/A,N/A,N/A,N/A,N/A
10/12/2020,386.74,11535.4,3534.22,88.07,166.92,164.53,45.32,54.34
10/13/2020,380.99,11429.9,3511.93,88.14,165.74,163.8,45.12,53.87
10/14/2020,379.62,11427.7,3488.67,88.19,165,162.69,44.92,53.69
10/15/2020,377.37,11500.1,3483.34,88.14,166.1,162.5,44.56,53.13
10/16/2020,365.57,11328.9,3483.81,88.07,165.64,162.37,44.74,53.35
10/17/2020,368.64,11367.8,N/A,N/A,N/A,N/A,N/A,N/A
10/18/2020,378.58,11514.2,N/A,N/A,N/A,N/A,N/A,N/A
10/19/2020,379.36,11760.4,3426.92,87.99,163.68,159.84,44.6,53.11
10/20/2020,368.81,11923.8,3443.12,87.84,164.32,160.46,45.05,53.51
10/21/2020,392.28,12844.4,3435.56,87.74,163,159.98,45.14,53.36
10/22/2020,414.7,12986.8,3453.49,87.59,165.64,160.99,45.15,53.37
10/23/2020,409.52,12937,3465.39,87.7,166.67,161.41,45.36,53.67
10/24/2020,412.62,13128.3,N/A,N/A,N/A,N/A,N/A,N/A
10/25/2020,406.37,13041.6,N/A,N/A,N/A,N/A,N/A,N/A
10/26/2020,393.86,13085.1,3400.97,87.83,163.03,158.58,44.77,52.77
10/27/2020,405.91,13793.7,3390.68,88.04,161.48,158.05,44.93,52.58
10/28/2020,388.63,13285.8,3271.03,87.92,156.73,152.65,43.81,51.08
10/29/2020,387.6,13456.5,3310.11,87.73,158.4,154.18,44.27,51.39
10/30/2020,383.37,13571.2,3269.96,87.58,157.11,152.54,43.81,50.97
10/31/2020,386.99,13803.2,N/A,N/A,N/A,N/A,N/A,N/A
11/1/2020,395.89,13748,N/A,N/A,N/A,N/A,N/A,N/A
11/2/2020,383.33,13562.7,3310.24,87.55,159.62,154,44.37,51.68
11/3/2020,388.32,14035.8,3369.16,87.53,163.48,156.75,44.49,52.68
11/4/2020,403.18,14161.4,3443.44,88.13,164.53,160.56,45.92,53.5
11/5/2020,417.12,15608.2,3510.45,88.22,168.71,163.77,46.7,54.66
11/6/2020,456.66,15599.9,3509.44,88.02,167.57,163.86,46.87,54.83
11/7/2020,435.85,14834,N/A,N/A,N/A,N/A,N/A,N/A
11/8/2020,454.98,15502.9,N/A,N/A,N/A,N/A,N/A,N/A
11/9/2020,444.44,15317.6,3550.5,87.61,172.59,165.28,47.22,55.98
11/10/2020,450.57,15315,3545.53,87.44,174.22,164.76,46.69,56.16
11/11/2020,463.88,15701.3,3572.66,87.5,174.39,166.16,46.89,56.55
11/12/2020,462.36,16276.6,3537.01,87.79,171.85,164.78,46.54,55.79
11/13/2020,477.48,16333.8,3585.15,87.82,175.31,166.7,47.13,56.57
11/14/2020,461.16,16082,N/A,N/A,N/A,N/A,N/A,N/A
11/15/2020,449.04,15979.5,N/A,N/A,N/A,N/A,N/A,N/A
11/16/2020,461.74,16743,3626.91,87.87,178.92,168.73,47.68,57.28
11/17/2020,482.56,17686.6,3609.53,88.02,179.58,168.22,47.61,57.28
11/18/2020,480,17845.5,3567.79,88.12,177.33,166.34,47.45,57.01
11/19/2020,471.97,17842,3581.87,88.3,179.07,167.17,47.57,57.34
11/20/2020,510.43,18656,3557.54,88.38,179.04,166.23,47.9,57.52
11/21/2020,551.21,18718.8,N/A,N/A,N/A,N/A,N/A,N/A
11/22/2020,557.05,18426.2,N/A,N/A,N/A,N/A,N/A,N/A
11/23/2020,609.58,18398.9,3577.59,88.31,181.96,167.25,47.89,57.6
11/24/2020,602.9,19129.3,3635.41,88.22,184.78,169.95,48.53,58.45
11/25/2020,571.02,18769.4,3629.65,88.18,184.02,169.98,48.31,58.25
11/26/2020,520.23,17076,N/A,N/A,N/A,N/A,N/A,N/A
11/27/2020,519.07,17153.9,N/A,N/A,N/A,N/A,N/A,N/A
11/28/2020,537.74,17723.5,N/A,N/A,N/A,N/A,N/A,N/A
11/29/2020,575.38,18190,N/A,N/A,N/A,N/A,N/A,N/A
11/30/2020,613.33,19684,3621.63,88.49,181.9,169.49,47.56,57.4
12/1/2020,589.88,18870.8,3662.45,88.08,183.65,171.5,48.55,58.7
12/2/2020,598.45,19204.6,3669.01,87.93,183.6,171.78,48.53,58.74
12/3/2020,617.33,19465.1,3666.72,88.1,185.11,171.86,49.01,59.01
12/4/2020,571.7,18739.5,3699.12,87.87,188.57,173.45,49.34,59.55
12/5/2020,595.85,19135.9,N/A,N/A,N/A,N/A,N/A,N/A
12/6/2020,601.58,19348.4,N/A,N/A,N/A,N/A,N/A,N/A
12/7/2020,591.92,19202.1,3691.96,87.99,188.09,173.25,49.34,59.25
12/8/2020,553.95,18319.7,3702.25,88.02,189.73,173.86,49.48,59.4
12/9/2020,573.54,18559.9,3672.82,87.87,188.64,172,48.9,59.33
12/10/2020,559.99,18279,3668.1,88.05,190.23,172.15,49.56,59.59
12/11/2020,544.24,18056.7,3663.46,88.19,189.63,171.93,49.23,59.3
12/12/2020,568.56,18811.5,N/A,N/A,N/A,N/A,N/A,N/A
12/13/2020,590.4,19168.5,N/A,N/A,N/A,N/A,N/A,N/A
12/14/2020,586.51,19272.3,3647.49,88.16,189.34,171.39,49.05,59.31
12/15/2020,589.4,19452.5,3694.62,88.2,193.07,173.6,49.51,59.95
12/16/2020,637.92,21359.6,3701.17,88.11,192.68,173.81,49.78,60.1
12/17/2020,643.54,22826.4,3722.48,88.13,194.7,175.04,50.18,60.52
12/18/2020,654.66,23140.3,3709.41,88.1,193.84,174.68,50.03,60.28
12/19/2020,659.02,23874.5,N/A,N/A,N/A,N/A,N/A,N/A
12/20/2020,638.4,23530,N/A,N/A,N/A,N/A,N/A,N/A
12/21/2020,611.02,22729.4,3694.92,88.11,193.85,174.18,49.06,58.95
12/22/2020,635.75,23825.9,3687.26,88.25,195.48,173.99,48.7,58.78
12/23/2020,584.15,23224.3,3690.01,87.86,196.91,173.97,49.2,59.33
12/24/2020,612.24,23719.4,N/A,N/A,N/A,N/A,N/A,N/A
12/25/2020,626.75,24703.3,N/A,N/A,N/A,N/A,N/A,N/A
12/26/2020,636.04,26475.3,N/A,N/A,N/A,N/A,N/A,N/A
12/27/2020,684.12,26258.6,N/A,N/A,N/A,N/A,N/A,N/A
12/28/2020,729.74,27038,3735.36,87.98,194.92,174.93,49.02,59.72
12/29/2020,731.76,27394.4,3727.04,88.01,192.79,174.74,49.55,60.22
12/30/2020,753.43,28897.4,3732.04,88.07,194.81,174.96,50.24,60.55
12/31/2020,738.42,28990,3756.07,88.19,194.68,175.74,50.11,60.16
1/1/2021,730.99,29388.3,N/A,N/A,N/A,N/A,N/A,N/A
1/2/2021,775.3,32149.9,N/A,N/A,N/A,N/A,N/A,N/A
1/3/2021,980.44,33086.2,N/A,N/A,N/A,N/A,N/A,N/A
1/4/2021,1042.41,32023.9,3700.65,88.07,191.53,173.39,50.34,60.52
1/5/2021,1102.88,34085.6,3726.86,87.92,194.27,174.58,51.51,61.4
1/6/2021,1204.13,36825,3748.14,87.53,200.53,175.31,51.02,61.73
1/7/2021,1228.18,39505.5,3803.79,87.35,203.84,178.09,51.42,61.99
1/8/2021,1217.5,40675.8,3824.68,87.27,203.76,179.26,52.46,62.78
1/9/2021,1281.58,40257.4,N/A,N/A,N/A,N/A,N/A,N/A
1/10/2021,1263.25,38171.5,N/A,N/A,N/A,N/A,N/A,N/A
1/11/2021,1093.75,35481.7,3799.61,87.18,203.76,178.11,51.85,61.95
1/12/2021,1050.09,34039,3801.19,87.16,206.8,178.14,52.42,62.27
1/13/2021,1130.46,37369,3809.84,87.39,205.56,178.58,52.59,62.26
1/14/2021,1218.55,39133.1,3795.54,87.28,208.14,177.97,53.11,62.81
1/15/2021,1168.09,36760,3768.25,87.35,205.36,176.69,52.5,61.85
1/16/2021,1234.57,36200.6,N/A,N/A,N/A,N/A,N/A,N/A
1/17/2021,1233.9,35824.3,N/A,N/A,N/A,N/A,N/A,N/A
1/18/2021,1258.48,36700,N/A,N/A,N/A,N/A,N/A,N/A
1/19/2021,1368.04,35922.7,3798.91,87.47,207.73,178.06,53.45,62.47
1/20/2021,1387.96,35497.3,3851.85,87.46,208.99,180.49,54.38,63.15
1/21/2021,1116.41,30854.7,3853.07,87.34,207.43,180.7,54.39,63.23
1/22/2021,1233.59,32983.5,3841.47,87.38,208.35,180.16,54,62.8
1/23/2021,1234.55,32114.2,N/A,N/A,N/A,N/A,N/A,N/A
1/24/2021,1393.47,32288.5,N/A,N/A,N/A,N/A,N/A,N/A
1/25/2021,1318.45,32277.4,3855.36,87.58,207.65,180.87,54.27,62.89
